year,month,temp_max_c,temp_min_c,temp_mean_c,rainfall_mm,humidity_mean_pct,wind_speed_max,heat_index_c,extreme_heat_days,evapotrans_mm,season,date,cholera_cases,cholera_deaths,outbreak_year,incidence_per_10k,population,temp_mean_lag1,rainfall_lag1,heat_index_lag1,temp_mean_lag2,rainfall_lag2,heat_index_lag2,temp_3m_rolling,rainfall_3m_cumul,malaria_cases,temp_anomaly,is_long_rains,is_short_rains,is_dry
2020,5,29.1,21.9,25.7,164.4,82.6,24.9,27.21,0,96.51,Long Rains,2020-05-01,0,0,False,0.0,1550000,26.4,516.6,28.86,27.54,202.6,31.36,26.55,883.6,312,-0.12,1,0,0
2020,6,28.5,21.8,25.28,60.5,77.7,26.8,26.35,0,109.95,Dry Season,2020-06-01,0,0,False,0.0,1550000,25.7,164.4,27.21,26.4,516.6,28.86,25.79,741.5,262,-0.01,0,0,1
2020,7,29.1,21.5,24.69,42.6,73.5,31.8,25.52,0,127.05,Dry Season,2020-07-01,0,0,False,0.0,1550000,25.28,60.5,26.35,25.7,164.4,27.21,25.22,267.5,288,-0.05,0,0,1
2020,8,30.2,20.2,24.59,38.9,73.9,31.7,25.42,0,128.14,Dry Season,2020-08-01,0,0,False,0.0,1550000,24.69,42.6,25.52,25.28,60.5,26.35,24.85,142.0,363,-0.25,0,0,1
2020,9,31.5,20.7,25.29,42.2,73.2,25.2,26.35,0,135.1,Dry Season,2020-09-01,0,0,False,0.0,1550000,24.59,38.9,25.42,24.69,42.6,25.52,24.86,123.7,412,-0.13,0,0,1
2020,10,31.7,21.7,26.12,118.3,76.7,19.5,27.73,0,137.35,Short Rains,2020-10-01,0,0,False,0.0,1550000,25.29,42.2,26.35,24.59,38.9,25.42,25.33,199.4,603,-0.17,0,1,0
2020,11,31.5,22.7,26.42,143.9,81.7,18.0,28.62,0,119.3,Short Rains,2020-11-01,0,0,False,0.0,1550000,26.12,118.3,27.73,25.29,42.2,26.35,25.94,304.4,916,-0.42,0,1,0
2020,12,33.1,23.4,27.91,31.5,74.2,25.1,31.01,0,152.58,Short Rains,2020-12-01,0,0,False,0.0,1550000,26.42,143.9,28.62,26.12,118.3,27.73,26.82,293.7,1184,0.34,0,1,0
2021,1,33.6,24.0,27.74,54.2,73.0,24.4,30.46,0,153.73,Dry Season,2021-01-01,2,0,False,0.0126,1585000,27.91,31.5,31.01,26.42,143.9,28.62,27.36,229.6,349,-0.3,0,0,0
2021,2,33.9,23.4,27.89,44.1,73.4,22.4,30.86,0,131.31,Dry Season,2021-02-01,2,0,False,0.0126,1585000,27.74,54.2,30.46,27.91,31.5,31.01,27.85,129.8,308,-0.49,0,0,0
2021,3,34.2,23.3,28.19,32.8,71.7,24.9,31.25,0,155.94,Long Rains,2021-03-01,6,0,False,0.0379,1585000,27.89,44.1,30.86,27.74,54.2,30.46,27.94,131.1,212,0.23,1,0,0
2021,4,29.6,22.6,25.85,254.4,84.1,25.1,27.54,0,98.82,Long Rains,2021-04-01,6,0,False,0.0379,1585000,28.19,32.8,31.25,27.89,44.1,30.86,27.31,331.3,153,-0.61,1,0,0
2021,5,29.5,21.9,25.46,73.9,77.0,23.9,26.69,0,121.25,Long Rains,2021-05-01,5,0,False,0.0315,1585000,25.85,254.4,27.54,28.19,32.8,31.25,26.5,361.1,161,-0.36,1,0,0
2021,6,28.9,21.3,24.65,60.7,74.7,24.3,25.41,0,113.23,Dry Season,2021-06-01,2,0,False,0.0126,1585000,25.46,73.9,26.69,25.85,254.4,27.54,25.32,389.0,134,-0.64,0,0,1
2021,7,29.1,20.6,24.39,41.2,73.1,33.1,25.18,0,124.34,Dry Season,2021-07-01,1,0,False,0.0063,1585000,24.65,60.7,25.41,25.46,73.9,26.69,24.83,175.8,124,-0.35,0,0,1
2021,8,30.5,19.6,24.47,29.3,72.4,26.4,25.3,0,129.7,Dry Season,2021-08-01,2,0,False,0.0126,1585000,24.39,41.2,25.18,24.65,60.7,25.41,24.5,131.2,178,-0.38,0,0,1
2021,9,31.5,20.5,25.34,30.6,71.8,23.1,26.43,0,138.93,Dry Season,2021-09-01,3,0,False,0.0189,1585000,24.47,29.3,25.3,24.39,41.2,25.18,24.73,101.1,249,-0.08,0,0,1
2021,10,32.6,20.6,26.25,43.7,71.5,23.2,27.76,0,156.45,Short Rains,2021-10-01,5,0,False,0.0315,1585000,25.34,30.6,26.43,24.47,29.3,25.3,25.35,103.6,271,-0.04,0,1,0
2021,11,35.1,22.6,27.4,49.4,71.9,22.1,29.72,1,156.97,Short Rains,2021-11-01,7,0,False,0.0442,1585000,26.25,43.7,27.76,25.34,30.6,26.43,26.33,123.7,448,0.55,0,1,0
2021,12,31.8,22.6,26.58,133.7,80.7,20.1,28.88,0,131.11,Short Rains,2021-12-01,4,0,False,0.0252,1585000,27.4,49.4,29.72,26.25,43.7,27.76,26.74,226.8,579,-0.99,0,1,0
2022,1,35.2,24.5,28.31,53.8,69.4,29.9,31.19,2,169.54,Dry Season,2022-01-01,1,0,False,0.0062,1620000,26.58,133.7,28.88,27.4,49.4,29.72,27.43,236.9,319,0.27,0,0,0
2022,2,36.7,23.9,28.55,55.0,70.0,26.4,31.73,2,148.09,Dry Season,2022-02-01,1,0,False,0.0062,1620000,28.31,53.8,31.19,26.58,133.7,28.88,27.81,242.5,249,0.17,0,0,0
2022,3,34.7,22.9,28.42,52.9,68.9,22.9,31.26,0,167.83,Long Rains,2022-03-01,3,0,False,0.0185,1620000,28.55,55.0,31.73,28.31,53.8,31.19,28.43,161.7,172,0.46,1,0,0
2022,4,33.3,23.3,26.8,225.8,80.0,22.0,29.13,0,115.01,Long Rains,2022-04-01,3,0,False,0.0185,1620000,28.42,52.9,31.26,28.55,55.0,31.73,27.92,333.7,140,0.34,1,0,0
2022,5,30.2,23.0,26.32,58.7,75.3,25.1,28.03,0,134.68,Long Rains,2022-05-01,2,0,False,0.0123,1620000,26.8,225.8,29.13,28.42,52.9,31.26,27.18,337.4,125,0.5,1,0,0
2022,6,29.9,20.4,25.31,48.1,70.0,30.3,26.34,0,133.77,Dry Season,2022-06-01,1,0,False,0.0062,1620000,26.32,58.7,28.03,26.8,225.8,29.13,26.14,332.6,106,0.02,0,0,1
2022,7,28.5,20.4,23.89,62.8,74.3,25.1,24.56,0,115.54,Dry Season,2022-07-01,1,0,False,0.0062,1620000,25.31,48.1,26.34,26.32,58.7,28.03,25.17,169.6,123,-0.85,0,0,1
2022,8,29.5,19.5,24.09,32.0,71.7,24.0,24.92,0,133.4,Dry Season,2022-08-01,1,0,False,0.0062,1620000,23.89,62.8,24.56,25.31,48.1,26.34,24.43,142.9,131,-0.75,0,0,1
2022,9,30.8,20.3,25.02,35.4,70.4,30.2,26.01,0,147.37,Dry Season,2022-09-01,1,0,False,0.0062,1620000,24.09,32.0,24.92,23.89,62.8,24.56,24.33,130.2,179,-0.4,0,0,1
2022,10,32.0,19.9,25.69,40.3,70.2,23.5,26.83,0,163.42000000000002,Short Rains,2022-10-01,3,0,False,0.0185,1620000,25.02,35.4,26.01,24.09,32.0,24.92,24.93,107.7,251,-0.6,0,1,0
2022,11,33.2,21.9,26.85,70.7,73.6,20.2,28.87,0,143.9,Short Rains,2022-11-01,4,0,False,0.0247,1620000,25.69,40.3,26.83,25.02,35.4,26.01,25.85,146.4,438,0.01,0,1,0
2022,12,34.2,23.7,27.97,43.1,71.5,22.9,30.77,0,159.07999999999998,Short Rains,2022-12-01,2,0,False,0.0123,1620000,26.85,70.7,28.87,25.69,40.3,26.83,26.84,154.1,499,0.4,0,1,0
2023,1,33.8,23.8,28.05,29.0,70.2,28.7,30.76,0,166.72,Dry Season,2023-01-01,7,0,False,0.0423,1655000,27.97,43.1,30.77,26.85,70.7,28.87,27.62,142.8,1062,0.01,0,0,0
2023,2,35.2,24.2,28.67,18.8,66.2,27.7,31.41,1,165.31,Dry Season,2023-02-01,7,0,False,0.0423,1655000,28.05,29.0,30.76,27.97,43.1,30.77,28.23,90.9,903,0.29,0,0,0
2023,3,35.2,23.7,27.98,113.4,71.6,28.4,30.61,2,157.66,Long Rains,2023-03-01,17,0,False,0.1027,1655000,28.67,18.8,31.41,28.05,29.0,30.76,28.23,161.2,478,0.02,1,0,0
2023,4,31.3,22.6,26.03,439.2,84.0,21.7,27.79,0,97.17,Long Rains,2023-04-01,23,0,False,0.139,1655000,27.98,113.4,30.61,28.67,18.8,31.41,27.56,571.4,448,-0.43,1,0,0
2023,5,29.3,22.9,26.01,88.2,80.5,22.8,27.68,0,119.68,Long Rains,2023-05-01,16,0,False,0.0967,1655000,26.03,439.2,27.79,27.98,113.4,30.61,26.67,640.8,412,0.19,1,0,0
2023,6,28.6,21.7,25.11,60.8,78.3,25.4,26.03,0,113.03,Dry Season,2023-06-01,6,0,False,0.0363,1655000,26.01,88.2,27.68,26.03,439.2,27.79,25.72,588.2,351,-0.18,0,0,1
2023,7,28.9,20.8,24.67,58.5,75.8,28.3,25.46,0,125.06,Dry Season,2023-07-01,5,0,False,0.0302,1655000,25.11,60.8,26.03,26.01,88.2,27.68,25.26,207.5,351,-0.07,0,0,1
2023,8,31.2,20.5,25.04,67.4,74.3,33.2,25.98,0,134.69,Dry Season,2023-08-01,5,0,False,0.0302,1655000,24.67,58.5,25.46,25.11,60.8,26.03,24.94,186.7,429,0.2,0,0,1
2023,9,31.7,20.8,26.11,43.9,70.9,26.4,27.49,0,151.63,Dry Season,2023-09-01,7,0,False,0.0423,1655000,25.04,67.4,25.98,24.67,58.5,25.46,25.27,169.8,536,0.69,0,0,1
2023,10,33.5,21.9,26.82,122.5,73.8,25.3,28.82,0,152.26,Short Rains,2023-10-01,21,0,False,0.1269,1655000,26.11,43.9,27.49,25.04,67.4,25.98,25.99,233.8,827,0.53,0,1,0
2023,11,30.4,22.3,25.73,439.9,85.9,26.0,27.26,0,102.07,Short Rains,2023-11-01,21,0,False,0.1269,1655000,26.82,122.5,28.82,26.11,43.9,27.49,26.22,606.3,1139,-1.11,0,1,0
2023,12,32.5,23.0,27.43,137.4,81.7,21.6,30.89,0,140.32,Short Rains,2023-12-01,14,0,False,0.0846,1655000,25.73,439.9,27.26,26.82,122.5,28.82,26.66,699.8,1493,-0.14,0,1,0
2024,1,33.9,23.7,27.74,201.3,80.1,23.9,31.42,0,131.11,Dry Season,2024-01-01,3,0,False,0.0178,1690000,27.43,137.4,30.89,25.73,439.9,27.26,26.97,778.6,2517,-0.3,0,0,0
2024,2,35.1,24.1,29.19,63.9,72.8,27.6,33.66,1,154.34,Dry Season,2024-02-01,4,0,False,0.0237,1690000,27.74,201.3,31.42,27.43,137.4,30.89,28.12,402.6,2408,0.81,0,0,0
2024,3,35.5,24.1,28.45,147.6,75.6,21.5,32.29,2,146.52,Long Rains,2024-03-01,11,0,False,0.0651,1690000,29.19,63.9,33.66,27.74,201.3,31.42,28.46,412.8,1474,0.49,1,0,0
2024,4,30.5,24.0,26.04,499.3,85.0,24.1,27.87,0,86.4,Long Rains,2024-04-01,11,0,False,0.0651,1690000,28.45,147.6,32.29,29.19,63.9,33.66,27.89,710.8,1042,-0.42,1,0,0
2024,5,31.5,22.8,26.36,175.4,77.2,39.0,28.17,0,128.89,Long Rains,2024-05-01,10,0,False,0.0592,1690000,26.04,499.3,27.87,28.45,147.6,32.29,26.95,822.3,1182,0.54,1,0,0
2024,6,30.1,22.2,25.54,63.0,74.6,27.5,26.67,0,126.5,Dry Season,2024-06-01,3,0,False,0.0178,1690000,26.36,175.4,28.17,26.04,499.3,27.87,25.98,737.7,881,0.25,0,0,1
2024,7,29.8,20.9,24.9,38.8,74.9,22.7,25.77,0,129.26,Dry Season,2024-07-01,3,0,False,0.0178,1690000,25.54,63.0,26.67,26.36,175.4,28.17,25.6,277.2,976,0.16,0,0,1
2024,8,29.8,20.3,25.21,45.1,72.0,26.3,26.24,0,141.03,Dry Season,2024-08-01,2,0,False,0.0118,1690000,24.9,38.8,25.77,25.54,63.0,26.67,25.22,146.9,1086,0.37,0,0,1
2024,9,31.4,20.9,25.47,54.5,73.5,28.6,26.6,0,142.63,Dry Season,2024-09-01,5,0,False,0.0296,1690000,25.21,45.1,26.24,24.9,38.8,25.77,25.19,138.4,1725,0.05,0,0,1
2024,10,32.7,21.5,26.62,83.5,73.6,34.8,28.5,0,151.51,Short Rains,2024-10-01,10,0,False,0.0592,1690000,25.47,54.5,26.6,25.21,45.1,26.24,25.77,183.1,2064,0.33,0,1,0
2024,11,33.8,23.1,27.64,61.5,74.7,22.1,30.53,0,150.01,Short Rains,2024-11-01,14,0,False,0.0828,1690000,26.62,83.5,28.5,25.47,54.5,26.6,26.58,199.5,3646,0.8,0,1,0
2024,12,32.6,23.0,27.23,150.8,79.0,26.4,30.08,0,142.82,Short Rains,2024-12-01,8,0,False,0.0473,1690000,27.64,61.5,30.53,26.62,83.5,28.5,27.16,295.8,4089,-0.34,0,1,0
2025,1,35.1,23.9,28.51,46.4,70.8,37.8,31.78,1,175.79,Dry Season,2025-01-01,8,0,False,0.0464,1725000,27.23,150.8,30.08,27.64,61.5,30.53,27.79,258.7,808,0.47,0,0,0
2025,2,35.1,24.3,29.0,22.2,68.1,31.4,32.39,1,169.08,Dry Season,2025-02-01,7,0,False,0.0406,1725000,28.51,46.4,31.78,27.23,150.8,30.08,28.25,219.4,635,0.62,0,0,0
2025,3,36.2,23.3,28.45,115.6,74.5,31.2,32.14,2,153.25,Long Rains,2025-03-01,28,0,False,0.1623,1725000,29.0,22.2,32.39,28.51,46.4,31.78,28.65,184.2,463,0.49,1,0,0
2025,4,30.2,22.9,25.85,369.9,86.6,22.1,27.54,0,99.59,Long Rains,2025-04-01,32,0,False,0.1855,1725000,28.45,115.6,32.14,29.0,22.2,32.39,27.77,507.7,382,-0.61,1,0,0
2025,5,29.0,22.8,25.54,296.7,83.5,26.0,26.81,0,101.64,Long Rains,2025-05-01,21,0,False,0.1217,1725000,25.85,369.9,27.54,28.45,115.6,32.14,26.61,782.2,330,-0.28,1,0,0
2025,6,28.4,21.7,24.75,160.2,80.6,29.5,25.42,0,105.84,Dry Season,2025-06-01,9,0,False,0.0522,1725000,25.54,296.7,26.81,25.85,369.9,27.54,25.38,826.8,291,-0.54,0,0,1
2025,7,28.4,21.1,24.63,35.5,74.5,33.4,25.45,0,127.48,Dry Season,2025-07-01,7,0,False,0.0406,1725000,24.75,160.2,25.42,25.54,296.7,26.81,24.97,492.4,301,-0.11,0,0,1
2025,8,29.4,20.4,24.48,33.6,71.7,32.6,25.35,0,137.19,Dry Season,2025-08-01,6,0,False,0.0348,1725000,24.63,35.5,25.45,24.75,160.2,25.42,24.62,229.3,355,-0.36,0,0,1
2025,9,31.5,20.5,25.21,37.8,71.7,24.5,26.27,0,145.5,Dry Season,2025-09-01,10,0,False,0.058,1725000,24.48,33.6,25.35,24.63,35.5,25.45,24.77,106.9,493,-0.21,0,0,1
2025,10,32.2,21.4,25.82,79.2,75.1,31.8,27.15,0,148.42,Short Rains,2025-10-01,23,0,False,0.1333,1725000,25.21,37.8,26.27,24.48,33.6,25.35,25.17,150.6,591,-0.47,0,1,0
2025,11,33.4,22.7,27.21,88.3,74.3,26.4,29.54,0,155.36,Short Rains,2025-11-01,26,0,False,0.1507,1725000,25.82,79.2,27.15,25.21,37.8,26.27,26.08,205.3,884,0.37,0,1,0
2025,12,33.8,23.4,28.15,133.6,73.2,26.8,31.31,0,161.94,Short Rains,2025-12-01,23,0,False,0.1333,1725000,27.21,88.3,29.54,25.82,79.2,27.15,27.06,301.1,1457,0.58,0,1,0
2026,1,33.7,23.6,28.22,27.0,68.3,33.7,30.84,0,181.02,Dry Season,2026-01-01,1,0,False,0.0057,1760000,28.15,133.6,31.31,27.21,88.3,29.54,27.86,248.9,329,0.18,0,0,0
2026,2,34.6,24.0,28.46,81.8,70.5,25.3,31.58,0,153.72,Dry Season,2026-02-01,1,0,False,0.0057,1760000,28.22,27.0,30.84,28.15,133.6,31.31,28.28,242.4,258,0.08,0,0,0
2026,3,32.3,22.7,26.87,261.2,82.1,23.2,29.55,0,120.97,Long Rains,2026-03-01,2,0,False,0.0114,1760000,28.46,81.8,31.58,28.22,27.0,30.84,27.85,370.0,144,-1.09,1,0,0
2026,4,31.9,23.1,26.38,291.3,83.6,22.9,28.54,0,111.37,Long Rains,2026-04-01,2,0,False,0.0114,1760000,26.87,261.2,29.55,28.46,81.8,31.58,27.24,634.3,120,-0.08,1,0,0
