year,month,temp_max_c,temp_min_c,temp_mean_c,rainfall_mm,humidity_mean_pct,wind_speed_max,heat_index_c,extreme_heat_days,evapotrans_mm,season,date,cholera_cases,cholera_deaths,outbreak_year,incidence_per_10k,population,temp_mean_lag1,rainfall_lag1,heat_index_lag1,temp_mean_lag2,rainfall_lag2,heat_index_lag2,temp_3m_rolling,rainfall_3m_cumul,malaria_cases,malaria_incidence,malaria_real,temp_anomaly,risk_score,alert_level,alert_color
2018,3,32.6,24.0,27.37,169.9,80.4,21.9,30.56,0,121.59,Long Rains,2018-03-01,0,0,False,0.0,1480000,27.95,24.0,30.65,27.01,37.4,29.24,27.44,231.3,292,1.973,True,-0.5876470588235314,26.0,🟢 GREEN — Low,#2ecc71
2018,4,30.0,23.5,25.93,500.7,84.8,30.1,27.64,0,91.87,Long Rains,2018-04-01,0,0,False,0.0,1480000,27.37,169.9,30.56,27.95,24.0,30.65,27.08,694.6,249,1.6824,True,-0.5300000000000011,35.3,🟡 YELLOW — Moderate,#f1c40f
2018,5,29.1,23.1,25.35,254.8,84.8,21.8,26.38,0,89.96,Long Rains,2018-05-01,0,0,False,0.0,1480000,25.93,500.7,27.64,27.37,169.9,30.56,26.22,925.4,244,1.6486,True,-0.47250000000000014,24.0,🟢 GREEN — Low,#2ecc71
2018,6,28.3,21.6,24.81,74.2,79.0,25.7,25.57,0,103.0,Dry Season,2018-06-01,0,0,False,0.0,1480000,25.35,254.8,26.38,25.93,500.7,27.64,25.36,829.7,227,1.5338,True,-0.4800000000000004,15.6,🟢 GREEN — Low,#2ecc71
2018,7,28.3,21.2,24.35,54.4,77.4,27.1,24.96,0,110.69,Dry Season,2018-07-01,0,0,False,0.0,1480000,24.81,74.2,25.57,25.35,254.8,26.38,24.84,383.4,210,1.4189,True,-0.3881249999999987,14.2,🟢 GREEN — Low,#2ecc71
2018,8,29.0,20.4,24.53,27.0,73.6,23.2,25.33,0,126.77,Dry Season,2018-08-01,0,0,False,0.0,1480000,24.35,54.4,24.96,24.81,74.2,25.57,24.56,155.6,275,1.8581,True,-0.3149999999999977,14.4,🟢 GREEN — Low,#2ecc71
2018,9,30.2,20.2,25.15,66.1,74.6,21.8,26.12,0,130.59,Dry Season,2018-09-01,0,0,False,0.0,1480000,24.53,27.0,25.33,24.35,54.4,24.96,24.68,147.5,422,2.8514,True,-0.271250000000002,18.6,🟢 GREEN — Low,#2ecc71
2018,10,31.2,21.5,25.82,111.8,75.6,36.3,27.17,0,143.63,Short Rains,2018-10-01,0,0,False,0.0,1480000,25.15,66.1,26.12,24.53,27.0,25.33,25.17,204.9,465,3.1419,True,-0.4706249999999983,21.5,🟢 GREEN — Low,#2ecc71
2018,11,31.3,21.9,26.41,77.3,80.4,21.6,28.54,0,128.78,Short Rains,2018-11-01,0,0,False,0.0,1480000,25.82,111.8,27.17,25.15,66.1,26.12,25.79,255.2,753,5.0878,True,-0.4349999999999987,24.8,🟢 GREEN — Low,#2ecc71
2018,12,32.0,23.8,27.44,99.3,79.9,22.3,30.71,0,136.49,Short Rains,2018-12-01,0,0,False,0.0,1480000,26.41,77.3,28.54,25.82,111.8,27.17,26.56,288.4,1108,7.4865,True,-0.12749999999999773,33.0,🟡 YELLOW — Moderate,#f1c40f
2019,1,33.8,24.3,28.29,49.7,72.4,27.6,31.56,0,159.46,Dry Season,2019-01-01,0,0,False,0.0,1515000,27.44,99.3,30.71,26.41,77.3,28.54,27.38,226.3,759,5.0099,True,0.25062499999999943,29.9,🟢 GREEN — Low,#2ecc71
2019,2,34.3,24.9,28.67,30.8,70.7,27.9,32.11,0,150.65,Dry Season,2019-02-01,0,0,False,0.0,1515000,28.29,49.7,31.56,27.44,99.3,30.71,28.13,179.8,608,4.0132,True,0.2893749999999997,28.4,🟢 GREEN — Low,#2ecc71
2019,3,35.0,24.4,28.8,50.4,71.3,22.1,32.5,1,161.8,Long Rains,2019-03-01,0,0,False,0.0,1515000,28.67,30.8,32.11,28.29,49.7,31.56,28.59,130.9,385,2.5413,True,0.8423529411764683,29.3,🟢 GREEN — Low,#2ecc71
2019,4,32.9,24.4,27.33,140.4,82.5,21.3,30.74,0,110.55,Long Rains,2019-04-01,0,0,False,0.0,1515000,28.8,50.4,32.5,28.67,30.8,32.11,28.27,221.6,311,2.0528,True,0.8699999999999974,30.1,🟡 YELLOW — Moderate,#f1c40f
2019,5,29.2,22.6,25.54,346.3,85.4,25.7,26.82,0,85.24,Long Rains,2019-05-01,0,0,False,0.0,1515000,27.33,140.4,30.74,28.8,50.4,32.5,27.22,537.1,373,2.462,True,-0.2825000000000024,30.2,🟡 YELLOW — Moderate,#f1c40f
2019,6,28.8,22.3,25.41,25.2,75.3,26.3,26.54,0,120.86,Dry Season,2019-06-01,0,0,False,0.0,1515000,25.54,346.3,26.82,27.33,140.4,30.74,26.09,511.9,291,1.9208,True,0.120000000000001,17.5,🟢 GREEN — Low,#2ecc71
2019,7,29.1,21.1,24.89,44.3,75.3,29.9,25.8,0,119.99,Dry Season,2019-07-01,0,0,False,0.0,1515000,25.41,25.2,26.54,25.54,346.3,26.82,25.28,415.8,279,1.8416,True,0.15187500000000043,17.3,🟢 GREEN — Low,#2ecc71
2019,8,30.0,20.5,24.88,53.3,76.0,28.6,25.74,0,122.92,Dry Season,2019-08-01,0,0,False,0.0,1515000,24.89,44.3,25.8,25.41,25.2,26.54,25.06,122.8,368,2.429,True,0.03500000000000014,18.1,🟢 GREEN — Low,#2ecc71
2019,9,30.9,21.4,25.32,66.0,75.6,31.9,26.36,0,130.23,Dry Season,2019-09-01,0,0,False,0.0,1515000,24.88,53.3,25.74,24.89,44.3,25.8,25.03,163.6,508,3.3531,True,-0.10125000000000028,20.3,🟢 GREEN — Low,#2ecc71
2019,10,30.3,22.3,25.59,305.8,84.3,23.3,26.94,0,114.76,Short Rains,2019-10-01,0,0,False,0.0,1515000,25.32,66.0,26.36,24.88,53.3,25.74,25.26,425.1,563,3.7162,True,-0.7006249999999987,29.2,🟢 GREEN — Low,#2ecc71
2019,11,31.0,22.8,26.62,132.5,82.5,21.7,29.11,0,124.44,Short Rains,2019-11-01,0,0,False,0.0,1515000,25.59,305.8,26.94,25.32,66.0,26.36,25.84,504.3,1036,6.8383,True,-0.22499999999999787,31.3,🟡 YELLOW — Moderate,#f1c40f
2019,12,31.6,23.6,27.12,196.4,83.6,26.2,30.35,0,122.61,Short Rains,2019-12-01,0,0,False,0.0,1515000,26.62,132.5,29.11,25.59,305.8,26.94,26.44,634.7,1298,8.5677,True,-0.447499999999998,37.3,🟡 YELLOW — Moderate,#f1c40f
2020,1,32.2,24.4,27.8,87.5,79.7,28.1,31.52,0,139.11,Dry Season,2020-01-01,0,0,False,0.0,1550000,27.12,196.4,30.35,26.62,132.5,29.11,27.18,416.4,860,5.5484,True,-0.239374999999999,30.7,🟡 YELLOW — Moderate,#f1c40f
2020,2,33.6,24.3,27.88,109.7,80.0,21.6,31.74,0,129.58,Dry Season,2020-02-01,0,0,False,0.0,1550000,27.8,87.5,31.52,27.12,196.4,30.35,27.6,393.6,731,4.7161,True,-0.500625000000003,29.7,🟢 GREEN — Low,#2ecc71
2020,3,32.8,24.5,27.54,202.6,83.3,18.9,31.36,0,116.44,Long Rains,2020-03-01,0,0,False,0.0,1550000,27.88,109.7,31.74,27.8,87.5,31.52,27.74,399.8,383,2.471,True,-0.41764705882353326,29.7,🟢 GREEN — Low,#2ecc71
2020,4,30.3,23.6,26.4,516.6,86.9,22.6,28.86,0,86.73,Long Rains,2020-04-01,0,0,False,0.0,1550000,27.54,202.6,31.36,27.88,109.7,31.74,27.27,828.9,303,1.9548,True,-0.060000000000002274,38.9,🟡 YELLOW — Moderate,#f1c40f
2020,5,29.1,21.9,25.7,164.4,82.6,24.9,27.21,0,96.51,Long Rains,2020-05-01,0,0,False,0.0,1550000,26.4,516.6,28.86,27.54,202.6,31.36,26.55,883.6,312,2.0129,True,-0.12250000000000227,23.3,🟢 GREEN — Low,#2ecc71
2020,6,28.5,21.8,25.28,60.5,77.7,26.8,26.35,0,109.95,Dry Season,2020-06-01,0,0,False,0.0,1550000,25.7,164.4,27.21,26.4,516.6,28.86,25.79,741.5,262,1.6903,True,-0.00999999999999801,17.9,🟢 GREEN — Low,#2ecc71
2020,7,29.1,21.5,24.69,42.6,73.5,31.8,25.52,0,127.05,Dry Season,2020-07-01,0,0,False,0.0,1550000,25.28,60.5,26.35,25.7,164.4,27.21,25.22,267.5,288,1.8581,True,-0.04812499999999886,16.3,🟢 GREEN — Low,#2ecc71
2020,8,30.2,20.2,24.59,38.9,73.9,31.7,25.42,0,128.14,Dry Season,2020-08-01,0,0,False,0.0,1550000,24.69,42.6,25.52,25.28,60.5,26.35,24.85,142.0,363,2.3419,True,-0.254999999999999,16.1,🟢 GREEN — Low,#2ecc71
2020,9,31.5,20.7,25.29,42.2,73.2,25.2,26.35,0,135.1,Dry Season,2020-09-01,0,0,False,0.0,1550000,24.59,38.9,25.42,24.69,42.6,25.52,24.86,123.7,412,2.6581,True,-0.13125000000000142,18.3,🟢 GREEN — Low,#2ecc71
2020,10,31.7,21.7,26.12,118.3,76.7,19.5,27.73,0,137.35,Short Rains,2020-10-01,0,0,False,0.0,1550000,25.29,42.2,26.35,24.59,38.9,25.42,25.33,199.4,603,3.8903,True,-0.17062499999999758,24.9,🟢 GREEN — Low,#2ecc71
2020,11,31.5,22.7,26.42,143.9,81.7,18.0,28.62,0,119.3,Short Rains,2020-11-01,0,0,False,0.0,1550000,26.12,118.3,27.73,25.29,42.2,26.35,25.94,304.4,916,5.9097,True,-0.42499999999999716,29.3,🟢 GREEN — Low,#2ecc71
2020,12,33.1,23.4,27.91,31.5,74.2,25.1,31.01,0,152.58,Short Rains,2020-12-01,0,0,False,0.0,1550000,26.42,143.9,28.62,26.12,118.3,27.73,26.82,293.7,1184,7.6387,True,0.34250000000000114,33.0,🟡 YELLOW — Moderate,#f1c40f
2021,1,33.6,24.0,27.74,54.2,73.0,24.4,30.46,0,153.73,Dry Season,2021-01-01,2,0,False,0.0126,1585000,27.91,31.5,31.01,26.42,143.9,28.62,27.36,229.6,349,2.2019,False,-0.2993750000000013,22.8,🟢 GREEN — Low,#2ecc71
2021,2,33.9,23.4,27.89,44.1,73.4,22.4,30.86,0,131.31,Dry Season,2021-02-01,2,0,False,0.0126,1585000,27.74,54.2,30.46,27.91,31.5,31.01,27.85,129.8,308,1.9432,False,-0.4906250000000014,21.9,🟢 GREEN — Low,#2ecc71
2021,3,34.2,23.3,28.19,32.8,71.7,24.9,31.25,0,155.94,Long Rains,2021-03-01,6,0,False,0.0379,1585000,27.89,44.1,30.86,27.74,54.2,30.46,27.94,131.1,212,1.3375,False,0.23235294117646887,23.5,🟢 GREEN — Low,#2ecc71
2021,4,29.6,22.6,25.85,254.4,84.1,25.1,27.54,0,98.82,Long Rains,2021-04-01,6,0,False,0.0379,1585000,28.19,32.8,31.25,27.89,44.1,30.86,27.31,331.3,153,0.9653,False,-0.6099999999999994,24.3,🟢 GREEN — Low,#2ecc71
2021,5,29.5,21.9,25.46,73.9,77.0,23.9,26.69,0,121.25,Long Rains,2021-05-01,5,0,False,0.0315,1585000,25.85,254.4,27.54,28.19,32.8,31.25,26.5,361.1,161,1.0158,False,-0.3625000000000007,16.9,🟢 GREEN — Low,#2ecc71
2021,6,28.9,21.3,24.65,60.7,74.7,24.3,25.41,0,113.23,Dry Season,2021-06-01,2,0,False,0.0126,1585000,25.46,73.9,26.69,25.85,254.4,27.54,25.32,389.0,134,0.8454,False,-0.6400000000000006,13.5,🟢 GREEN — Low,#2ecc71
2021,7,29.1,20.6,24.39,41.2,73.1,33.1,25.18,0,124.34,Dry Season,2021-07-01,1,0,False,0.0063,1585000,24.65,60.7,25.41,25.46,73.9,26.69,24.83,175.8,124,0.7823,False,-0.3481249999999996,13.2,🟢 GREEN — Low,#2ecc71
2021,8,30.5,19.6,24.47,29.3,72.4,26.4,25.3,0,129.7,Dry Season,2021-08-01,2,0,False,0.0126,1585000,24.39,41.2,25.18,24.65,60.7,25.41,24.5,131.2,178,1.123,False,-0.375,13.4,🟢 GREEN — Low,#2ecc71
2021,9,31.5,20.5,25.34,30.6,71.8,23.1,26.43,0,138.93,Dry Season,2021-09-01,3,0,False,0.0189,1585000,24.47,29.3,25.3,24.39,41.2,25.18,24.73,101.1,249,1.571,False,-0.08125000000000071,16.6,🟢 GREEN — Low,#2ecc71
2021,10,32.6,20.6,26.25,43.7,71.5,23.2,27.76,0,156.45,Short Rains,2021-10-01,5,0,False,0.0315,1585000,25.34,30.6,26.43,24.47,29.3,25.3,25.35,103.6,271,1.7098,False,-0.04062499999999858,19.2,🟢 GREEN — Low,#2ecc71
2021,11,35.1,22.6,27.4,49.4,71.9,22.1,29.72,1,156.97,Short Rains,2021-11-01,7,0,False,0.0442,1585000,26.25,43.7,27.76,25.34,30.6,26.43,26.33,123.7,448,2.8265,False,0.5549999999999997,25.7,🟢 GREEN — Low,#2ecc71
2021,12,31.8,22.6,26.58,133.7,80.7,20.1,28.88,0,131.11,Short Rains,2021-12-01,4,0,False,0.0252,1585000,27.4,49.4,29.72,26.25,43.7,27.76,26.74,226.8,579,3.653,False,-0.9875000000000007,24.1,🟢 GREEN — Low,#2ecc71
2022,1,35.2,24.5,28.31,53.8,69.4,29.9,31.19,2,169.54,Dry Season,2022-01-01,1,0,False,0.0062,1620000,26.58,133.7,28.88,27.4,49.4,29.72,27.43,236.9,319,1.9691,False,0.270624999999999,25.3,🟢 GREEN — Low,#2ecc71
2022,2,36.7,23.9,28.55,55.0,70.0,26.4,31.73,2,148.09,Dry Season,2022-02-01,1,0,False,0.0062,1620000,28.31,53.8,31.19,26.58,133.7,28.88,27.81,242.5,249,1.537,False,0.16937499999999872,25.0,🟢 GREEN — Low,#2ecc71
2022,3,34.7,22.9,28.42,52.9,68.9,22.9,31.26,0,167.83,Long Rains,2022-03-01,3,0,False,0.0185,1620000,28.55,55.0,31.73,28.31,53.8,31.19,28.43,161.7,172,1.0617,False,0.4623529411764693,24.6,🟢 GREEN — Low,#2ecc71
2022,4,33.3,23.3,26.8,225.8,80.0,22.0,29.13,0,115.01,Long Rains,2022-04-01,3,0,False,0.0185,1620000,28.42,52.9,31.26,28.55,55.0,31.73,27.92,333.7,140,0.8642,False,0.33999999999999986,28.1,🟢 GREEN — Low,#2ecc71
2022,5,30.2,23.0,26.32,58.7,75.3,25.1,28.03,0,134.68,Long Rains,2022-05-01,2,0,False,0.0123,1620000,26.8,225.8,29.13,28.42,52.9,31.26,27.18,337.4,125,0.7716,False,0.4974999999999987,20.4,🟢 GREEN — Low,#2ecc71
2022,6,29.9,20.4,25.31,48.1,70.0,30.3,26.34,0,133.77,Dry Season,2022-06-01,1,0,False,0.0062,1620000,26.32,58.7,28.03,26.8,225.8,29.13,26.14,332.6,106,0.6543,False,0.019999999999999574,16.0,🟢 GREEN — Low,#2ecc71
2022,7,28.5,20.4,23.89,62.8,74.3,25.1,24.56,0,115.54,Dry Season,2022-07-01,1,0,False,0.0062,1620000,25.31,48.1,26.34,26.32,58.7,28.03,25.17,169.6,123,0.7593,False,-0.8481249999999996,11.7,🟢 GREEN — Low,#2ecc71
2022,8,29.5,19.5,24.09,32.0,71.7,24.0,24.92,0,133.4,Dry Season,2022-08-01,1,0,False,0.0062,1620000,23.89,62.8,24.56,25.31,48.1,26.34,24.43,142.9,131,0.8086,False,-0.754999999999999,11.3,🟢 GREEN — Low,#2ecc71
2022,9,30.8,20.3,25.02,35.4,70.4,30.2,26.01,0,147.37,Dry Season,2022-09-01,1,0,False,0.0062,1620000,24.09,32.0,24.92,23.89,62.8,24.56,24.33,130.2,179,1.1049,False,-0.401250000000001,14.4,🟢 GREEN — Low,#2ecc71
2022,10,32.0,19.9,25.69,40.3,70.2,23.5,26.83,0,163.42000000000002,Short Rains,2022-10-01,3,0,False,0.0185,1620000,25.02,35.4,26.01,24.09,32.0,24.92,24.93,107.7,251,1.5494,False,-0.6006249999999973,15.8,🟢 GREEN — Low,#2ecc71
2022,11,33.2,21.9,26.85,70.7,73.6,20.2,28.87,0,143.9,Short Rains,2022-11-01,4,0,False,0.0247,1620000,25.69,40.3,26.83,25.02,35.4,26.01,25.85,146.4,438,2.7037,False,0.005000000000002558,23.5,🟢 GREEN — Low,#2ecc71
2022,12,34.2,23.7,27.97,43.1,71.5,22.9,30.77,0,159.07999999999998,Short Rains,2022-12-01,2,0,False,0.0123,1620000,26.85,70.7,28.87,25.69,40.3,26.83,26.84,154.1,499,3.0802,False,0.40249999999999986,26.6,🟢 GREEN — Low,#2ecc71
2023,1,33.8,23.8,28.05,29.0,70.2,28.7,30.76,0,166.72,Dry Season,2023-01-01,7,0,False,0.0423,1655000,27.97,43.1,30.77,26.85,70.7,28.87,27.62,142.8,1062,6.4169,True,0.010625000000000995,30.5,🟡 YELLOW — Moderate,#f1c40f
2023,2,35.2,24.2,28.67,18.8,66.2,27.7,31.41,1,165.31,Dry Season,2023-02-01,7,0,False,0.0423,1655000,28.05,29.0,30.76,27.97,43.1,30.77,28.23,90.9,903,5.4562,True,0.2893749999999997,30.3,🟡 YELLOW — Moderate,#f1c40f
2023,3,35.2,23.7,27.98,113.4,71.6,28.4,30.61,2,157.66,Long Rains,2023-03-01,17,0,False,0.1027,1655000,28.67,18.8,31.41,28.05,29.0,30.76,28.23,161.2,478,2.8882,True,0.022352941176468022,28.3,🟢 GREEN — Low,#2ecc71
2023,4,31.3,22.6,26.03,439.2,84.0,21.7,27.79,0,97.17,Long Rains,2023-04-01,23,0,False,0.139,1655000,27.98,113.4,30.61,28.67,18.8,31.41,27.56,571.4,448,2.7069,True,-0.4299999999999997,36.3,🟡 YELLOW — Moderate,#f1c40f
2023,5,29.3,22.9,26.01,88.2,80.5,22.8,27.68,0,119.68,Long Rains,2023-05-01,16,0,False,0.0967,1655000,26.03,439.2,27.79,27.98,113.4,30.61,26.67,640.8,412,2.4894,True,0.1875,23.5,🟢 GREEN — Low,#2ecc71
2023,6,28.6,21.7,25.11,60.8,78.3,25.4,26.03,0,113.03,Dry Season,2023-06-01,6,0,False,0.0363,1655000,26.01,88.2,27.68,26.03,439.2,27.79,25.72,588.2,351,2.1208,True,-0.17999999999999972,18.1,🟢 GREEN — Low,#2ecc71
2023,7,28.9,20.8,24.67,58.5,75.8,28.3,25.46,0,125.06,Dry Season,2023-07-01,5,0,False,0.0302,1655000,25.11,60.8,26.03,26.01,88.2,27.68,25.26,207.5,351,2.1208,True,-0.06812499999999844,17.6,🟢 GREEN — Low,#2ecc71
2023,8,31.2,20.5,25.04,67.4,74.3,33.2,25.98,0,134.69,Dry Season,2023-08-01,5,0,False,0.0302,1655000,24.67,58.5,25.46,25.11,60.8,26.03,24.94,186.7,429,2.5921,True,0.19500000000000028,20.3,🟢 GREEN — Low,#2ecc71
2023,9,31.7,20.8,26.11,43.9,70.9,26.4,27.49,0,151.63,Dry Season,2023-09-01,7,0,False,0.0423,1655000,25.04,67.4,25.98,24.67,58.5,25.46,25.27,169.8,536,3.2387,True,0.6887499999999989,24.1,🟢 GREEN — Low,#2ecc71
2023,10,33.5,21.9,26.82,122.5,73.8,25.3,28.82,0,152.26,Short Rains,2023-10-01,21,0,False,0.1269,1655000,26.11,43.9,27.49,25.04,67.4,25.98,25.99,233.8,827,4.997,True,0.5293750000000017,31.8,🟡 YELLOW — Moderate,#f1c40f
2023,11,30.4,22.3,25.73,439.9,85.9,26.0,27.26,0,102.07,Short Rains,2023-11-01,21,0,False,0.1269,1655000,26.82,122.5,28.82,26.11,43.9,27.49,26.22,606.3,1139,6.8822,True,-1.1149999999999984,40.2,🟡 YELLOW — Moderate,#f1c40f
2023,12,32.5,23.0,27.43,137.4,81.7,21.6,30.89,0,140.32,Short Rains,2023-12-01,14,0,False,0.0846,1655000,25.73,439.9,27.26,26.82,122.5,28.82,26.66,699.8,1493,9.0211,True,-0.1374999999999993,39.1,🟡 YELLOW — Moderate,#f1c40f
2024,1,33.9,23.7,27.74,201.3,80.1,23.9,31.42,0,131.11,Dry Season,2024-01-01,3,0,False,0.0178,1690000,27.43,137.4,30.89,25.73,439.9,27.26,26.97,778.6,2517,14.8935,True,-0.2993750000000013,46.4,🟡 YELLOW — Moderate,#f1c40f
2024,2,35.1,24.1,29.19,63.9,72.8,27.6,33.66,1,154.34,Dry Season,2024-02-01,4,0,False,0.0237,1690000,27.74,201.3,31.42,27.43,137.4,30.89,28.12,402.6,2408,14.2485,True,0.8093749999999993,47.5,🟡 YELLOW — Moderate,#f1c40f
2024,3,35.5,24.1,28.45,147.6,75.6,21.5,32.29,2,146.52,Long Rains,2024-03-01,11,0,False,0.0651,1690000,29.19,63.9,33.66,27.74,201.3,31.42,28.46,412.8,1474,8.7219,True,0.4923529411764669,43.1,🟡 YELLOW — Moderate,#f1c40f
2024,4,30.5,24.0,26.04,499.3,85.0,24.1,27.87,0,86.4,Long Rains,2024-04-01,11,0,False,0.0651,1690000,28.45,147.6,32.29,29.19,63.9,33.66,27.89,710.8,1042,6.1657,True,-0.4200000000000017,44.3,🟡 YELLOW — Moderate,#f1c40f
2024,5,31.5,22.8,26.36,175.4,77.2,39.0,28.17,0,128.89,Long Rains,2024-05-01,10,0,False,0.0592,1690000,26.04,499.3,27.87,28.45,147.6,32.29,26.95,822.3,1182,6.9941,True,0.5374999999999979,36.2,🟡 YELLOW — Moderate,#f1c40f
2024,6,30.1,22.2,25.54,63.0,74.6,27.5,26.67,0,126.5,Dry Season,2024-06-01,3,0,False,0.0178,1690000,26.36,175.4,28.17,26.04,499.3,27.87,25.98,737.7,881,5.213,True,0.25,25.6,🟢 GREEN — Low,#2ecc71
2024,7,29.8,20.9,24.9,38.8,74.9,22.7,25.77,0,129.26,Dry Season,2024-07-01,3,0,False,0.0178,1690000,25.54,63.0,26.67,26.36,175.4,28.17,25.6,277.2,976,5.7751,True,0.16187499999999844,24.2,🟢 GREEN — Low,#2ecc71
2024,8,29.8,20.3,25.21,45.1,72.0,26.3,26.24,0,141.03,Dry Season,2024-08-01,2,0,False,0.0118,1690000,24.9,38.8,25.77,25.54,63.0,26.67,25.22,146.9,1086,6.426,True,0.365000000000002,26.8,🟢 GREEN — Low,#2ecc71
2024,9,31.4,20.9,25.47,54.5,73.5,28.6,26.6,0,142.63,Dry Season,2024-09-01,5,0,False,0.0296,1690000,25.21,45.1,26.24,24.9,38.8,25.77,25.19,138.4,1725,10.2071,True,0.048749999999998295,33.0,🟡 YELLOW — Moderate,#f1c40f
2024,10,32.7,21.5,26.62,83.5,73.6,34.8,28.5,0,151.51,Short Rains,2024-10-01,10,0,False,0.0592,1690000,25.47,54.5,26.6,25.21,45.1,26.24,25.77,183.1,2064,12.213,True,0.3293750000000024,40.5,🟡 YELLOW — Moderate,#f1c40f
2024,11,33.8,23.1,27.64,61.5,74.7,22.1,30.53,0,150.01,Short Rains,2024-11-01,14,0,False,0.0828,1690000,26.62,83.5,28.5,25.47,54.5,26.6,26.58,199.5,3646,21.574,True,0.7950000000000017,43.8,🟡 YELLOW — Moderate,#f1c40f
2024,12,32.6,23.0,27.23,150.8,79.0,26.4,30.08,0,142.82,Short Rains,2024-12-01,8,0,False,0.0473,1690000,27.64,61.5,30.53,26.62,83.5,28.5,27.16,295.8,4089,24.1953,True,-0.3374999999999986,42.8,🟡 YELLOW — Moderate,#f1c40f
2025,1,35.1,23.9,28.51,46.4,70.8,37.8,31.78,1,175.79,Dry Season,2025-01-01,8,0,False,0.0464,1725000,27.23,150.8,30.08,27.64,61.5,30.53,27.79,258.7,808,4.6841,False,0.47062500000000185,31.5,🟡 YELLOW — Moderate,#f1c40f
2025,2,35.1,24.3,29.0,22.2,68.1,31.4,32.39,1,169.08,Dry Season,2025-02-01,7,0,False,0.0406,1725000,28.51,46.4,31.78,27.23,150.8,30.08,28.25,219.4,635,3.6812,False,0.619374999999998,30.1,🟡 YELLOW — Moderate,#f1c40f
2025,3,36.2,23.3,28.45,115.6,74.5,31.2,32.14,2,153.25,Long Rains,2025-03-01,28,0,False,0.1623,1725000,29.0,22.2,32.39,28.51,46.4,31.78,28.65,184.2,463,2.6841,False,0.4923529411764669,32.2,🟡 YELLOW — Moderate,#f1c40f
2025,4,30.2,22.9,25.85,369.9,86.6,22.1,27.54,0,99.59,Long Rains,2025-04-01,32,0,False,0.1855,1725000,28.45,115.6,32.14,29.0,22.2,32.39,27.77,507.7,382,2.2145,False,-0.6099999999999994,32.3,🟡 YELLOW — Moderate,#f1c40f
2025,5,29.0,22.8,25.54,296.7,83.5,26.0,26.81,0,101.64,Long Rains,2025-05-01,21,0,False,0.1217,1725000,25.85,369.9,27.54,28.45,115.6,32.14,26.61,782.2,330,1.913,False,-0.2825000000000024,28.6,🟢 GREEN — Low,#2ecc71
2025,6,28.4,21.7,24.75,160.2,80.6,29.5,25.42,0,105.84,Dry Season,2025-06-01,9,0,False,0.0522,1725000,25.54,296.7,26.81,25.85,369.9,27.54,25.38,826.8,291,1.687,False,-0.5399999999999991,19.7,🟢 GREEN — Low,#2ecc71
2025,7,28.4,21.1,24.63,35.5,74.5,33.4,25.45,0,127.48,Dry Season,2025-07-01,7,0,False,0.0406,1725000,24.75,160.2,25.42,25.54,296.7,26.81,24.97,492.4,301,1.7449,False,-0.10812500000000114,16.2,🟢 GREEN — Low,#2ecc71
2025,8,29.4,20.4,24.48,33.6,71.7,32.6,25.35,0,137.19,Dry Season,2025-08-01,6,0,False,0.0348,1725000,24.63,35.5,25.45,24.75,160.2,25.42,24.62,229.3,355,2.058,False,-0.36499999999999844,15.6,🟢 GREEN — Low,#2ecc71
2025,9,31.5,20.5,25.21,37.8,71.7,24.5,26.27,0,145.5,Dry Season,2025-09-01,10,0,False,0.058,1725000,24.48,33.6,25.35,24.63,35.5,25.45,24.77,106.9,493,2.858,False,-0.21124999999999972,19.0,🟢 GREEN — Low,#2ecc71
2025,10,32.2,21.4,25.82,79.2,75.1,31.8,27.15,0,148.42,Short Rains,2025-10-01,23,0,False,0.1333,1725000,25.21,37.8,26.27,24.48,33.6,25.35,25.17,150.6,591,3.4261,False,-0.4706249999999983,22.4,🟢 GREEN — Low,#2ecc71
2025,11,33.4,22.7,27.21,88.3,74.3,26.4,29.54,0,155.36,Short Rains,2025-11-01,26,0,False,0.1507,1725000,25.82,79.2,27.15,25.21,37.8,26.27,26.08,205.3,884,5.1246,False,0.365000000000002,31.6,🟡 YELLOW — Moderate,#f1c40f
2025,12,33.8,23.4,28.15,133.6,73.2,26.8,31.31,0,161.94,Short Rains,2025-12-01,23,0,False,0.1333,1725000,27.21,88.3,29.54,25.82,79.2,27.15,27.06,301.1,1457,8.4464,False,0.5824999999999996,41.9,🟡 YELLOW — Moderate,#f1c40f
2026,1,33.7,23.6,28.22,27.0,68.3,33.7,30.84,0,181.02,Dry Season,2026-01-01,1,0,False,0.0057,1760000,28.15,133.6,31.31,27.21,88.3,29.54,27.86,248.9,329,1.8693,False,0.18062499999999915,23.6,🟢 GREEN — Low,#2ecc71
2026,2,34.6,24.0,28.46,81.8,70.5,25.3,31.58,0,153.72,Dry Season,2026-02-01,1,0,False,0.0057,1760000,28.22,27.0,30.84,28.15,133.6,31.31,28.28,242.4,258,1.4659,False,0.07937499999999886,25.6,🟢 GREEN — Low,#2ecc71
2026,3,32.3,22.7,26.87,261.2,82.1,23.2,29.55,0,120.97,Long Rains,2026-03-01,2,0,False,0.0114,1760000,28.46,81.8,31.58,28.22,27.0,30.84,27.85,370.0,144,0.8182,False,-1.0876470588235314,25.3,🟢 GREEN — Low,#2ecc71
